Date,Time,Open,High,Low,Close,Volume
2021.04.13,09:00,0.76029,0.76128,0.7597,0.76026,3980
2021.04.13,10:00,0.76026,0.7612,0.76015,0.76074,4594
2021.04.13,11:00,0.76074,0.76214,0.76012,0.7616,4281
2021.04.13,12:00,0.76161,0.76206,0.76139,0.76149,3263
2021.04.13,13:00,0.76148,0.76188,0.76069,0.7609,3223
2021.04.13,14:00,0.7609,0.7612,0.75976,0.76013,6573
2021.04.13,15:00,0.76013,0.76194,0.75837,0.76119,8292
2021.04.13,16:00,0.76117,0.76295,0.76103,0.76262,8825
2021.04.13,17:00,0.7626,0.76316,0.76142,0.76254,6994
2021.04.13,18:00,0.76253,0.76284,0.76204,0.76271,4379
2021.04.13,19:00,0.7627,0.76357,0.7627,0.76308,3086
2021.04.13,20:00,0.76308,0.76395,0.76308,0.76372,3323
2021.04.13,21:00,0.76372,0.76432,0.76372,0.76414,2632
2021.04.13,22:00,0.76414,0.76476,0.76408,0.76469,2652
2021.04.13,23:00,0.76468,0.76477,0.7639,0.7639,1380
2021.04.14,00:00,0.76386,0.76428,0.76374,0.76414,473
2021.04.14,01:00,0.76412,0.76447,0.76398,0.76421,2464
2021.04.14,02:00,0.7642,0.7652,0.76417,0.76465,2051
2021.04.14,03:00,0.76464,0.76486,0.76379,0.76389,4211
2021.04.14,04:00,0.76391,0.76497,0.76338,0.7644,4667
2021.04.14,05:00,0.76448,0.7663,0.76397,0.76583,4358
2021.04.14,06:00,0.76581,0.76613,0.76535,0.7657,3129
2021.04.14,07:00,0.7657,0.7667,0.76565,0.76624,2593
2021.04.14,08:00,0.76624,0.76708,0.76613,0.76707,2269
2021.04.14,09:00,0.76709,0.76812,0.76694,0.7681,2890
2021.04.14,10:00,0.7681,0.76855,0.76717,0.76764,4302
2021.04.14,11:00,0.76759,0.76919,0.76748,0.76887,3292
2021.04.14,12:00,0.76886,0.76947,0.76851,0.76881,3275
2021.04.14,13:00,0.7688,0.76898,0.76819,0.76842,2660
2021.04.14,14:00,0.76841,0.76888,0.76815,0.76864,2492
2021.04.14,15:00,0.76866,0.76898,0.76794,0.7684,2341
2021.04.14,16:00,0.7684,0.77036,0.7682,0.76932,4396
2021.04.14,17:00,0.76932,0.77238,0.76901,0.77182,4924
2021.04.14,18:00,0.77183,0.77314,0.77159,0.77292,3856
2021.04.14,19:00,0.77289,0.77371,0.77257,0.77338,2768
2021.04.14,20:00,0.77336,0.77339,0.77251,0.77264,1987
2021.04.14,21:00,0.77262,0.77271,0.77179,0.77251,2584
2021.04.14,22:00,0.77251,0.77285,0.77222,0.77285,2382
2021.04.14,23:00,0.77284,0.7729,0.77216,0.77227,1688
2021.04.15,00:00,0.77221,0.77264,0.77154,0.77211,428
2021.04.15,01:00,0.77205,0.77272,0.77205,0.77241,977
2021.04.15,02:00,0.77243,0.77273,0.77218,0.77239,1463
2021.04.15,03:00,0.77237,0.77386,0.7722,0.77384,3524
2021.04.15,04:00,0.77384,0.77439,0.77184,0.77239,4468
2021.04.15,05:00,0.77239,0.77239,0.77149,0.77153,3118
