Date,Time,Open,High,Low,Close,Volume
2018.07.04,16:00,7026.4,7029.9,7007.7,7025.9,7180
2018.07.05,00:00,7022.5,7029.5,7008.3,7008.5,2635
2018.07.05,04:00,7008.3,7024.3,6999.3,7010.3,7985
2018.07.05,08:00,7010.5,7040,7002.5,7035,12599
2018.07.05,12:00,7035,7076.5,7032,7065,11370
2018.07.05,16:00,7065.5,7095.3,7024.5,7092.5,40526
2018.07.05,20:00,7092.8,7109,7064.3,7103.5,21215
2018.07.06,00:00,7098.2,7103.7,7083.9,7098.9,3635
2018.07.06,04:00,7098.9,7133.4,7088.2,7116.9,10481
2018.07.06,08:00,7116.4,7139.4,7090.2,7107.2,14055
2018.07.06,12:00,7107.7,7133.2,7087.7,7111.4,13985
2018.07.06,16:00,7111.2,7205.4,7106.2,7199.2,35945
2018.07.06,20:00,7199.2,7220.2,7193.9,7211.4,13861
2018.07.09,00:00,7212.9,7238.4,7212.7,7235.2,3088
2018.07.09,04:00,7235.4,7252.2,7232.7,7243.7,8461
2018.07.09,08:00,7243.7,7249.2,7235.7,7241.2,9157
2018.07.09,12:00,7241.2,7254.7,7239.4,7249.7,7153
2018.07.09,16:00,7249.9,7264.7,7223.4,7244.2,29361
2018.07.09,20:00,7244.4,7280.9,7234.9,7279.7,11192
2018.07.10,00:00,7280.1,7318.6,7279.1,7314.6,3302
2018.07.10,04:00,7314.3,7315.8,7305.8,7309.3,5440
2018.07.10,08:00,7309.1,7311.6,7289.3,7294.6,8850
2018.07.10,12:00,7294.6,7309.6,7288.1,7289.8,7442
2018.07.10,16:00,7290.1,7300.8,7271.6,7290.8,28661
2018.07.10,20:00,7290.6,7293.8,7259.6,7283.8,15456
2018.07.11,00:00,7240.7,7256.5,7214.7,7216.7,7744
2018.07.11,04:00,7216.5,7232,7188.5,7222,13564
2018.07.11,08:00,7221.7,7223,7197.5,7219.5,12307
2018.07.11,12:00,7219.7,7244.9,7210.5,7228.6,11136
2018.07.11,16:00,7228.6,7273.5,7221.6,7244.5,37902
2018.07.11,20:00,7245.2,7263.7,7233,7240.7,20254
2018.07.12,00:00,7235.7,7248.5,7233.2,7244.2,2814
2018.07.12,04:00,7244.5,7276.2,7241.5,7270,9222
2018.07.12,08:00,7270,7279.2,7249.2,7260.2,9448
2018.07.12,12:00,7260,7284.5,7258.7,7282,9495
2018.07.12,16:00,7282,7352.2,7272.2,7349.2,29876
2018.07.12,20:00,7349.5,7370.7,7340.7,7368.2,17736
2018.07.13,00:00,7362.1,7386.4,7362.1,7386.1,3486
2018.07.13,04:00,7386.1,7397.1,7379.4,7396.4,8156
2018.07.13,08:00,7396.1,7398.1,7379.9,7380.4,8683
2018.07.13,12:00,7380.4,7380.4,7361.9,7366.9,9659
2018.07.13,16:00,7367.1,7389.1,7351.6,7382.4,29893
2018.07.13,20:00,7382.1,7384.4,7363.9,7377.1,11549
2018.07.16,00:00,7386.9,7397.9,7382.9,7394.4,1969
2018.07.16,04:00,7394.6,7398.6,7378.6,7386.1,8645
2018.07.16,08:00,7386.4,7394.6,7378.9,7393.1,8309
2018.07.16,12:00,7392.9,7394.9,7375.6,7380.9,7753
2018.07.16,16:00,7381.1,7392.4,7360.6,7376.1,29169
2018.07.16,20:00,7376.1,7378.1,7348.8,7360.4,15104
2018.07.17,00:00,7302.1,7318.4,7298.4,7314.6,3029
2018.07.17,04:00,7314.9,7324.6,7297.1,7311.9,9115
2018.07.17,08:00,7312.1,7312.1,7283.1,7302.6,11233
2018.07.17,12:00,7302.6,7309.9,7289.4,7294.9,8906
2018.07.17,16:00,7294.6,7407.7,7277.9,7397,32179
2018.07.17,20:00,7397.2,7420.2,7395,7406.2,16152
2018.07.18,00:00,7405,7421.2,7404.7,7419.7,2349
2018.07.18,04:00,7419.7,7422,7408,7412.7,5430
2018.07.18,08:00,7413,7414,7398.2,7404.7,9143
2018.07.18,12:00,7405,7408,7389.8,7397,7219
2018.07.18,16:00,7397,7410.7,7365.6,7392.8,31944
2018.07.18,20:00,7392.8,7401.3,7385.1,7389.1,12749
2018.07.19,00:00,7379.8,7396.1,7379.3,7393.8,2052
2018.07.19,04:00,7393.8,7400.3,7385.6,7386.6,5728
2018.07.19,08:00,7386.8,7390.3,7370.1,7377.3,10244
2018.07.19,12:00,7377.6,7379.6,7355.8,7359.1,9559
2018.07.19,16:00,7358.8,7386.3,7342.3,7353.8,31921
